"","cty_name","country_name","p_sale_count","p_sale_cost","gross_sale"
"1","CTY_1","IND",105.751550402492,120.479489138112,12740.8927680556
"2","CTY_1","IND",115.766102708876,114.231232028024,13224.1045395177
"3","CTY_1","IND",108.179538436234,115.424194209517,12486.5360539598
"4","CTY_1","IND",117.660348080099,112.945924666848,13289.2568105299
"5","CTY_1","IND",118.809345685877,118.954852271981,14132.9481645942
"6","CTY_1","IND",100.911129987799,113.377381307809,11441.0396628285
"7","CTY_1","IND",110.56210976094,114.074641304349,12612.3330128313
"8","CTY_1","IND",117.848380887881,116.444114633705,13722.750373505
"9","CTY_1","IND",111.028700289316,116.832641814197,12971.7763719976
"10","CTY_1","IND",109.132294706069,115.501236326441,12604.9149616924
"11","CTY_1","IND",119.136666906998,119.391601014207,14223.9174015227
"12","CTY_1","IND",109.06668312382,112.543363783457,12274.7313954591
"13","CTY_1","IND",113.551412709057,119.800666746288,13603.5349525279
"14","CTY_1","IND",111.452668039128,112.451106732325,12532.9758692704
"15","CTY_1","IND",102.058493653312,115.19017024938,11756.1352593203
"16","CTY_1","IND",117.996499408036,118.703231765446,14006.5658167435
"17","CTY_1","IND",104.921754687093,111.98638265131,11749.8077688357
"18","CTY_1","IND",100.841190670617,118.694289408023,11969.2734697079
"19","CTY_1","IND",106.558414385654,114.961186115881,12250.0817084024
"20","CTY_1","IND",119.090072982945,115.128541619875,13710.6664239309
"21","CTY_1","IND",117.790786321275,115.040164991366,13550.6714928622
"22","CTY_1","IND",113.856068123132,111.667006940199,12713.9663492896
"23","CTY_1","IND",112.810136275366,115.915286573577,13076.4192747633
"24","CTY_1","IND",119.885395532474,113.285643911448,13581.2942284749
"25","CTY_1","IND",113.114115982316,119.308334010688,13495.4567309419
"26","CTY_1","IND",114.170609363355,116.697691130727,13323.4465076916
"27","CTY_1","IND",110.881320494227,112.917136409129,12520.401191471
"28","CTY_1","IND",111.882840408944,119.104333630558,13325.7311516013
"29","CTY_1","IND",105.783194745891,111.955139346577,11842.9723083023
"30","CTY_1","IND",102.942272946239,118.943842840539,12244.3495349653
"31","CTY_1","IND",119.260484650731,118.568221525727,14140.5035633334
"32","CTY_1","IND",118.045980902389,117.851730055853,13911.9230754867
"33","CTY_1","IND",113.814105568454,115.922944391707,13193.6662308038
"34","CTY_1","IND",115.909348353744,112.181777111283,13002.9166821337
"35","CTY_1","IND",100.492273690179,117.287339724721,11786.4714440097
"36","CTY_1","IND",109.555919421837,118.314660577697,12962.0714206722
"37","CTY_1","IND",115.169190750457,112.326757147687,12936.5817203223
"38","CTY_1","IND",104.328158716671,119.619035477308,12479.6337188117
"39","CTY_1","IND",106.363620152697,113.671779911304,12090.5420205669
"40","CTY_1","IND",104.632515707053,115.921370304979,12129.1445992188
"41","CTY_1","IND",102.856000447646,115.234553904836,11852.5653280201
"42","CTY_1","IND",108.29092671629,111.721447940152,12098.4191315249
"43","CTY_1","IND",108.274486525916,120.395272999909,13035.7363642125
"44","CTY_1","IND",107.376909018494,114.011241316753,12242.1746859546
"45","CTY_1","IND",103.048894954845,120.181121354136,12384.5317499778
"46","CTY_1","IND",102.77612126898,116.476503324499,11971.0032306655
"47","CTY_1","IND",104.660681989044,116.154560312917,12156.8154984875
"48","CTY_1","IND",109.319249005057,112.958090195267,12348.4935891921
"49","CTY_1","IND",105.319452807307,119.258873815404,12560.279332654
"50","CTY_1","IND",117.156554306857,120.433222006264,14109.5413143266
"51","CTY_1","IND",100.916623333469,114.075780847131,11512.1426072213
"52","CTY_1","IND",108.844001484104,115.218736141527,12540.8682875849
"53","CTY_1","IND",115.978496912867,114.691010326028,13301.6909870309
"54","CTY_1","IND",102.437985199504,112.680729316326,11542.7868819751
"55","CTY_1","IND",111.21895967517,115.70268627495,12868.3323991226
"56","CTY_1","IND",104.130627792329,113.185535728286,11786.0808923975
"57","CTY_1","IND",102.550633004867,112.199262341852,11506.105375836
"58","CTY_1","IND",115.066157286055,111.762710022056,12860.1055701136
"59","CTY_1","IND",117.900907183066,115.998525260319,13676.3313600894
"60","CTY_1","IND",107.489255517721,117.172359599562,12594.7697006116
"61","CTY_1","IND",113.30230389256,116.860138449734,13240.5229195584
"62","CTY_1","IND",101.896813218482,116.804992239769,11902.0564772419
"63","CTY_1","IND",107.679392755963,112.683572142054,12133.6986218291
"64","CTY_1","IND",105.487672891468,117.627595674556,12408.2613355274
"65","CTY_1","IND",116.292800777592,112.131761401193,13040.1165894694
"66","CTY_1","IND",108.970326827839,114.954650893547,12526.6458782499
"67","CTY_1","IND",116.201287060976,120.549098406294,14007.9603888517
"68","CTY_1","IND",116.247790190391,111.911544869489,13009.4697878709
"69","CTY_1","IND",115.886846422218,114.3637834132,13253.2582046693
"70","CTY_1","IND",108.796633752063,111.96528424311,12181.4460227432
"71","CTY_1","IND",115.089503172785,117.604250379009,13535.014747128
"72","CTY_1","IND",112.584422631189,112.797380479756,12699.2279556239
"73","CTY_1","IND",114.203648027033,114.23308811682,13045.8353883344
"74","CTY_1","IND",100.012495466508,112.130881976166,11214.4893252969
"75","CTY_1","IND",109.506331481971,120.00999703266,13141.8545162088
"76","CTY_1","IND",104.402377703227,120.518683529359,12582.4371181278
"77","CTY_1","IND",107.596330754459,114.695955864072,12340.8640033495
"78","CTY_1","IND",112.255420065485,117.65022904465,13206.8758822077
"79","CTY_1","IND",107.035958184861,117.646952057206,12592.4542409714
"80","CTY_1","IND",102.222708486952,119.983520373376,12265.0404263659
"81","CTY_1","IND",104.872389454395,118.502517818725,12427.6422000116
"82","CTY_1","IND",113.361111748964,112.85325687146,12793.1706634401
"83","CTY_1","IND",108.352935593575,114.172657000404,12370.9425505121
"84","CTY_1","IND",115.763916680589,114.670720763146,13274.7317641279
"85","CTY_1","IND",102.057292885147,113.876122373471,11621.8887736941
"86","CTY_1","IND",108.697854829952,113.112136172217,12295.0465571534
"87","CTY_1","IND",119.699139599688,119.259832733937,14275.299367055
"88","CTY_1","IND",117.86102228798,116.869323513336,13774.3379433864
"89","CTY_1","IND",117.729381215759,119.716796776403,14094.1844056187
"90","CTY_1","IND",103.501053005457,119.740189728353,12393.2357239577
"91","CTY_1","IND",102.613913831301,116.808671180152,11986.1949192289
"92","CTY_1","IND",113.062038500793,117.984542116292,13339.5728432507
"93","CTY_1","IND",106.870329445228,112.435737862466,12016.044346779
"94","CTY_1","IND",113.135162559338,115.491964359118,13066.2021620661
"95","CTY_1","IND",106.407464849763,118.704181354162,12631.0110049629
"96","CTY_1","IND",103.753822385333,112.232068409983,11644.5060917479
"97","CTY_1","IND",115.645886026323,113.553219457157,13131.9626752644
"98","CTY_1","IND",101.871899734251,114.884995257144,11703.5527178057
"99","CTY_1","IND",109.335580831394,115.434014247642,12621.0449954653
"100","CTY_1","IND",110.230109198019,117.790078165159,12984.0131785886
"101","CTY_1","IND",111.99977918528,119.776499951673,13414.9415461731
"102","CTY_1","IND",106.656470806338,113.993344674609,12158.1278384042
"103","CTY_1","IND",109.772260673344,111.944424535052,12288.3925509893
"104","CTY_1","IND",119.089476549998,115.676873897389,13775.8983613801
"105","CTY_1","IND",109.658047943376,118.491728619963,12993.5716579014
"106","CTY_1","IND",117.807004442438,116.093694851061,13676.650425058
"107","CTY_1","IND",118.288763738237,117.070372191009,13848.1095968497
"108","CTY_1","IND",112.174699646421,118.227734002986,13262.1605516618
"109","CTY_1","IND",108.21379553061,116.990885809788,12660.0277959653
"110","CTY_1","IND",102.941893818788,116.670491908984,12010.2813898804
"111","CTY_1","IND",118.705996065401,116.963122509997,13884.2239604687
"112","CTY_1","IND",106.024577999488,114.371920597679,12126.2346163598
"113","CTY_1","IND",101.214411430992,114.947488476464,11634.3423916161
"114","CTY_1","IND",118.954538800754,112.19488105291,13346.0903314544
"115","CTY_1","IND",114.411925468594,116.574601092536,13337.5245717303
"116","CTY_1","IND",102.845885911956,119.652864638669,12305.8048656674
"117","CTY_1","IND",110.985693121329,114.826142907147,12744.0590589985
"118","CTY_1","IND",119.081824771129,117.719001442161,14018.1935019677
"119","CTY_1","IND",111.709667062387,116.913092566552,13060.3226458435
"120","CTY_1","IND",108.090205634944,120.297961778969,13003.0314261534
"121","CTY_1","IND",112.957869586535,113.926174429301,12868.8579536778
"122","CTY_1","IND",106.396412341855,117.086787784849,12457.6141529402
"123","CTY_1","IND",106.154400217347,117.143941850469,12435.3448862323
"124","CTY_1","IND",104.395352625288,112.741708674598,11769.7104326622
"125","CTY_1","IND",107.389777316712,119.923360493204,12878.5429784369
"126","CTY_1","IND",119.684384069405,119.614990004769,14316.0464041889
"127","CTY_1","IND",103.084046016447,113.057570294624,11654.4317787587
"128","CTY_1","IND",101.820879997686,115.384474256868,11748.5487069045
"129","CTY_1","IND",102.838138155639,114.370758530716,11761.6758667471
"130","CTY_1","IND",113.800142030232,113.72519177624,12941.9429765515
"131","CTY_1","IND",112.385129667819,114.089667610687,12821.9820881853
"132","CTY_1","IND",117.827882342972,115.995812992903,13667.5410056051
"133","CTY_1","IND",113.459981852211,119.460573679688,13553.9945217522
"134","CTY_1","IND",114.741554758511,112.319755846285,12887.7434158992
"135","CTY_1","IND",110.422714515589,114.841479823755,12681.1079411263
"136","CTY_1","IND",113.196768993512,117.471592055713,13297.4046692306
"137","CTY_1","IND",116.436109202914,119.088491275641,13866.2005749808
"138","CTY_1","IND",115.725631034002,113.971491748586,13189.4228024916
"139","CTY_1","IND",119.596438347362,115.826816591988,13852.4747295149
"140","CTY_1","IND",108.788630724885,113.074030410994,12301.168938956
"141","CTY_1","IND",106.234044041485,113.851931652457,12094.9511213752
"142","CTY_1","IND",108.189499052241,116.002260969409,12550.2265032078
"143","CTY_1","IND",100.209342236631,118.725027439166,11897.3569067047
"144","CTY_1","IND",103.676990480162,117.138943537083,12144.6131339504
"145","CTY_1","IND",116.85458637774,113.840082195355,13302.7357181461
"146","CTY_1","IND",104.623235641047,119.30276584144,12481.8413832577
"147","CTY_1","IND",104.781999113038,114.362752787271,11983.1578611204
"148","CTY_1","IND",101.533823306672,117.222709529554,11902.0698769031
"149","CTY_1","IND",104.914473560639,114.371274701061,11999.202075721
"150","CTY_1","IND",114.642704110593,115.002677238674,13184.2178985993
"151","CTY_1","IND",116.949063302018,119.022246618739,13919.5402541633
"152","CTY_1","IND",109.950545341708,118.069625055338,12981.8196631254
"153","CTY_1","IND",107.758180596866,120.402721572919,12974.3782156087
"154","CTY_1","IND",104.92897988297,118.662002823611,12451.0829071517
"155","CTY_1","IND",102.221929226071,112.297028073561,11479.2188560337
"156","CTY_1","IND",107.799888704903,117.955855145587,12715.628056786
"157","CTY_1","IND",111.438706279732,113.250365342491,12620.4741994742
"158","CTY_1","IND",104.337855256163,116.470394695282,12152.2711833445
"159","CTY_1","IND",108.895360040478,112.849927433887,12288.833478455
"160","CTY_1","IND",104.359813374467,117.1601452237,12226.8108904708
"161","CTY_1","IND",110.045991265215,112.402353466037,12369.4284077131
"162","CTY_1","IND",107.078091436997,114.462178335283,12256.3915978633
"163","CTY_1","IND",112.99970317632,116.684622962549,13185.3277600088
"164","CTY_1","IND",107.494279132225,113.061070103783,12153.418228724
"165","CTY_1","IND",107.108907615766,116.558546823217,12484.4586235158
"166","CTY_1","IND",110.673758909106,116.547934567882,12898.79801172
"167","CTY_1","IND",114.806687207893,114.705396764863,13168.9466074408
"168","CTY_1","IND",104.422058756463,113.585476956107,11860.8293485915
"169","CTY_1","IND",108.254922372289,114.263895572531,12369.6291451597
"170","CTY_1","IND",105.313733736984,118.28134358698,12456.649924572
"171","CTY_1","IND",112.599461069331,118.1616909318,13304.9427179615
"172","CTY_1","IND",103.676569815725,117.464167523137,12178.2819650586
"173","CTY_1","IND",117.272882228717,111.677192680552,13096.7062648601
"174","CTY_1","IND",114.931360082701,118.07480123922,13570.4974979181
"175","CTY_1","IND",113.365692994557,119.694306734519,13569.2280304618
"176","CTY_1","IND",112.360357465222,118.039477260788,13262.9578600301
"177","CTY_1","IND",107.444761204533,116.417833947043,12508.4863683891
"178","CTY_1","IND",110.596713717096,113.986123575552,12606.4906768068
"179","CTY_1","IND",117.493646857329,118.776419873815,13955.4747316318
"180","CTY_1","IND",111.635001995601,117.128701870621,13075.6628670689
"181","CTY_1","IND",116.795355295762,115.733064210624,13517.0843539472
"182","CTY_1","IND",106.248963298276,114.742686384588,12191.2914744217
"183","CTY_1","IND",114.165806444362,116.121485033734,13257.1029843931
"184","CTY_1","IND",105.300356121734,114.709887593631,12078.9920142934
"185","CTY_1","IND",111.886863880791,115.002658762764,12867.2868269184
"186","CTY_1","IND",109.625796009786,119.710185449959,13123.3243704309
"187","CTY_1","IND",105.300654629245,114.099239916611,12014.7246559184
"188","CTY_1","IND",111.291808695532,118.221128386778,13157.0432041913
"189","CTY_1","IND",118.263764460571,119.137930781876,14089.7001843076
"190","CTY_1","IND",118.037487789989,115.06879915294,13582.4319750238
"191","CTY_1","IND",105.483332430013,116.334610370044,12271.3623787793
"192","CTY_1","IND",106.429655128159,115.390543457153,12280.9757451956
"193","CTY_1","IND",119.712817687541,112.501959019548,13467.9265095984
"194","CTY_1","IND",112.399866203777,117.330176512103,13187.896141626
"195","CTY_1","IND",118.746281783096,117.475415551246,13949.7687976346
"196","CTY_1","IND",109.330654046498,117.831289644735,12882.5719640012
